account_id,first_warn_month_th35,first_warn_month_th40,first_warn_month_th45
f4716e3b-66f5-46ee-839a-ee2c1a9659be,,,
f4bd9362-9450-4286-9c11-e428f9a0076a,4.0,4.0,4.0
f59d3991-c374-454f-b665-5290c9c9a894,3.0,3.0,3.0
f5aba4a4-5af0-416e-963d-06e81053f18c,3.0,3.0,3.0
f5e538cd-fbd9-4696-bfa1-0d795dc2337e,7.0,8.0,8.0
f648bb0a-4bf3-4df0-a456-64a0a4fa7f9d,7.0,8.0,9.0
f68aebae-c81c-4ad1-b7e0-70a2702c0456,5.0,5.0,5.0
f68fbfd2-e579-4efa-b979-54400edcaf96,4.0,4.0,4.0
f6c40b37-c448-4d95-83b8-f8a98597c4dd,3.0,3.0,3.0
f6c47977-46e5-4e25-ad57-1de2ad0c417e,4.0,4.0,4.0
f76ef5ad-7dec-4c05-baae-5dd2d1c8daeb,,,
f81565c6-94cb-49f6-b70f-c10170a1cd95,5.0,6.0,6.0
f821b8a4-12cd-4956-9d6d-be8de24469ae,4.0,5.0,6.0
f83fe174-849a-4dee-bf37-225248218009,3.0,3.0,3.0
f95f2c06-767d-4185-ac6d-508ad63767c3,3.0,3.0,3.0
f9d45105-4363-402b-a548-5175385dbf01,,,
f9ea0f0f-c6b3-455c-8618-cc5965b74a51,,,
fa6a6888-69a4-40c6-a06f-ed3ea1d632b7,,,
fae00580-859d-4006-b961-3dec107c308b,3.0,3.0,3.0
fb184296-61ab-4acb-b043-555dd2c71b93,4.0,5.0,7.0
fb36783e-3d5b-4139-b2a1-94d53a4e7d5a,,,
fb49baf3-1024-4647-be28-b2a571b7e9d1,7.0,9.0,9.0
fbadced4-0cd1-4d04-9d69-3fb87e241e8c,4.0,6.0,7.0
fbba854d-3a4d-485e-94aa-69d2822a7208,3.0,3.0,3.0
fbdc5040-76f3-44fc-b1d4-a5324e3dbbfb,5.0,6.0,7.0
fc1a006a-86e3-40b8-a0ce-0deac44d1a2c,12.0,12.0,12.0
fc4049c0-1efd-4527-881f-9c4e6d134b74,8.0,8.0,8.0
fdc51505-3b77-48c7-a0d3-f29d7ffd1992,,,
fe2f3c01-e002-4d55-aaa0-76e6fa87707b,,,
fe8ed2ff-ce2f-42eb-97eb-945ce9aae713,5.0,5.0,5.0
feb2d6f5-d8d6-45ae-943c-32d0b5b13eea,,,
fef406e6-c02e-465c-a5c2-ac4494eb5f2d,,,
ff4f8f55-bec5-42fb-acf0-f60c5b5a14ba,,,
ff8fcf4d-405d-4828-9724-177f1228d636,3.0,3.0,3.0
